,id,coord,name,population_density60,population_density25,population_density15,born_immunity_integrity,attained_immunity_debuff,healthy_eater,smoker,drinker,infected,quarantined,dead
35,36,"(144, 63)",P. H,True,False,False,100,0,False,False,True,0,0,0
36,37,"(87, 142)",W. E,True,False,False,93,0,False,False,True,0,0,0
37,38,"(115, 21)",W. X,False,True,False,100,0,False,False,True,0,0,0
38,39,"(64, 134)",M. U,True,False,False,100,0,False,False,False,0,0,0
39,40,"(39, 64)",S. N,True,False,False,100,0,True,False,False,0,0,0
40,41,"(71, 26)",B. X,False,True,False,100,0,True,False,True,0,0,0
41,42,"(66, 142)",I. K,True,False,False,100,0,False,False,True,0,0,0
42,43,"(86, 130)",B. J,True,False,False,99,0,True,True,True,0,0,0
43,44,"(33, 82)",Y. D,True,False,False,95,0,False,False,True,0,0,0
44,45,"(84, 83)",V. F,True,False,False,100,0,False,False,True,0,0,0
45,46,"(63, 93)",X. C,True,False,False,100,0,True,False,False,0,0,0
46,47,"(130, 125)",A. R,True,False,False,100,0,False,False,False,0,0,0
47,48,"(38, 87)",U. H,True,False,False,100,0,False,False,False,0,0,0
48,49,"(144, 108)",Y. V,True,False,False,100,0,False,False,True,0,0,0
49,50,"(59, 106)",D. U,True,False,False,92,0,False,False,False,0,0,0
50,51,"(118, 38)",O. Q,True,False,False,100,0,False,False,False,0,0,0
51,52,"(120, 119)",D. O,True,False,False,100,0,True,False,True,0,0,0
52,53,"(54, 58)",Q. O,True,False,False,100,0,False,False,True,0,0,0
53,54,"(63, 72)",U. D,True,False,False,100,0,False,True,False,0,0,0
54,55,"(67, 150)",Z. Y,False,True,False,100,0,False,False,False,0,0,0
55,56,"(79, 102)",J. T,True,False,False,100,0,False,False,True,0,0,0
56,57,"(61, 44)",R. B,True,False,False,100,0,True,False,True,0,0,0
57,58,"(145, 41)",D. S,False,True,False,100,0,False,False,False,0,0,0
58,59,"(166, 124)",W. Z,False,False,True,100,0,False,True,True,0,0,0
59,60,"(161, 75)",Q. S,False,True,False,90,0,False,False,True,0,0,0
60,61,"(57, 104)",E. Q,True,False,False,89,0,False,False,False,0,0,0
61,62,"(90, 37)",J. J,True,False,False,100,0,True,False,True,0,0,0
62,63,"(146, 148)",E. U,False,False,True,100,0,True,False,False,0,0,0
63,64,"(90, 130)",P. R,True,False,False,100,0,True,False,True,0,0,0
64,65,"(95, 31)",T. H,True,False,False,100,0,True,False,True,0,0,0
65,66,"(98, 33)",J. E,True,False,False,92,0,False,False,False,0,0,0
66,67,"(46, 88)",R. Z,True,False,False,100,0,False,False,True,0,0,0
67,68,"(109, 143)",F. K,True,False,False,100,0,False,False,False,0,0,0
68,69,"(157, 62)",X. N,False,True,False,87,0,False,False,True,0,0,0
69,70,"(117, 124)",W. K,True,False,False,100,0,False,False,False,0,0,0
70,71,"(48, 126)",Y. G,True,False,False,88,0,False,False,True,0,0,0
71,72,"(158, 102)",Z. A,False,True,False,88,0,False,False,False,0,0,0
72,73,"(125, 66)",K. H,True,False,False,100,0,False,True,True,0,0,0
73,74,"(104, 17)",C. Y,False,True,False,87,0,False,False,True,0,0,0
74,75,"(163, 106)",O. J,False,True,False,100,0,False,False,True,0,0,0
75,76,"(141, 145)",L. Z,False,True,False,100,0,True,False,True,0,0,0
76,77,"(114, 54)",T. X,True,False,False,100,0,False,False,True,0,0,0
77,78,"(78, 126)",S. Z,True,False,False,100,0,False,False,True,0,0,0
78,79,"(84, 52)",M. H,True,False,False,91,0,False,True,True,0,0,0
79,80,"(38, 113)",L. J,True,False,False,100,0,False,True,True,0,0,0
80,81,"(155, 125)",T. Q,False,True,False,100,0,True,False,False,0,0,0
81,82,"(99, 37)",T. G,True,False,False,100,0,True,False,True,0,0,0
82,83,"(83, 22)",Q. B,False,True,False,100,0,True,False,False,0,0,0
83,84,"(103, 18)",O. H,False,True,False,100,0,False,False,False,0,0,0
84,85,"(38, 118)",T. Z,True,False,False,100,0,False,False,True,0,0,0
85,86,"(102, 109)",Z. J,True,False,False,100,0,False,False,False,0,0,0
86,87,"(29, 49)",L. U,False,False,True,100,0,False,False,False,0,0,0
87,88,"(135, 125)",R. Z,True,False,False,96,0,False,False,True,0,0,0
88,89,"(37, 154)",I. K,False,False,True,100,0,True,True,True,0,0,0
89,90,"(134, 40)",N. Y,False,True,False,93,0,False,False,True,0,0,0
90,91,"(119, 20)",I. J,False,False,True,100,0,True,False,False,0,0,0
91,92,"(151, 148)",H. F,False,False,True,100,0,False,True,False,0,0,0
92,93,"(71, 160)",I. J,False,True,False,99,0,False,False,False,0,0,0
93,94,"(30, 85)",Y. M,True,False,False,100,0,True,False,True,0,0,0
94,95,"(94, 28)",H. Z,False,True,False,100,0,True,False,True,0,0,0
95,96,"(124, 108)",R. C,True,False,False,100,0,True,False,True,0,0,0
96,97,"(82, 48)",G. U,True,False,False,100,0,False,False,True,0,0,0
97,98,"(114, 121)",F. F,True,False,False,91,0,False,False,False,0,0,0
98,99,"(36, 117)",R. R,True,False,False,100,0,False,False,True,0,0,0
99,100,"(109, 52)",Y. A,True,False,False,100,0,False,False,False,0,0,0
100,101,"(81, 111)",H. C,True,False,False,100,0,True,False,False,0,0,0
101,102,"(21, 66)",P. M,False,True,False,88,0,False,False,True,0,0,0
102,103,"(46, 99)",J. X,True,False,False,100,0,False,False,True,0,0,0
103,104,"(32, 91)",K. Z,True,False,False,100,0,False,False,False,0,0,0
104,105,"(135, 32)",Z. E,False,True,False,100,0,False,False,False,0,0,0
105,106,"(99, 24)",L. L,False,True,False,100,0,True,False,True,0,0,0
106,107,"(73, 45)",M. A,True,False,False,100,0,True,False,False,0,0,0
107,108,"(72, 114)",A. U,True,False,False,94,0,True,False,True,0,0,0
108,109,"(125, 110)",R. S,True,False,False,100,0,True,False,False,0,0,0
109,110,"(25, 84)",X. G,False,True,False,50,0,False,True,False,1,0,0
110,111,"(26, 124)",U. L,False,True,False,100,0,False,False,True,0,0,0
111,112,"(109, 77)",J. H,True,False,False,86,0,True,False,True,0,0,0
112,113,"(69, 84)",T. I,True,False,False,58,0,False,False,True,0,0,0
113,114,"(104, 100)",Y. G,True,False,False,100,0,True,False,True,0,0,0
114,115,"(117, 34)",G. L,False,True,False,90,0,False,False,True,0,0,0
115,116,"(59, 85)",K. E,True,False,False,100,0,False,False,False,0,0,0
116,117,"(90, 148)",M. S,True,False,False,100,0,False,False,False,0,0,0
117,118,"(70, 168)",F. Z,False,False,True,100,0,True,True,True,0,0,0
118,119,"(78, 139)",E. L,True,False,False,89,0,False,False,True,0,0,0
119,120,"(71, 97)",W. D,True,False,False,100,0,False,False,False,0,0,0
120,121,"(131, 83)",O. J,True,False,False,100,0,True,False,False,0,0,0
121,122,"(96, 158)",Q. H,False,True,False,85,0,False,False,False,0,0,0
122,123,"(65, 51)",G. R,True,False,False,100,0,False,True,False,0,0,0
123,124,"(57, 98)",F. K,True,False,False,100,0,False,False,True,0,0,0
124,125,"(53, 123)",B. F,True,False,False,100,0,False,False,True,0,0,0
125,126,"(61, 39)",U. C,True,False,False,100,0,False,False,False,0,0,0
126,127,"(113, 79)",Y. Q,True,False,False,100,0,False,False,False,0,0,0
127,128,"(51, 104)",E. E,True,False,False,91,0,False,False,True,0,0,0
128,129,"(93, 111)",A. W,True,False,False,100,0,False,False,False,0,0,0
129,130,"(136, 131)",C. D,True,False,False,100,0,True,False,False,0,0,0
130,131,"(53, 62)",D. F,True,False,False,90,0,True,False,True,0,0,0
131,132,"(81, 117)",H. H,True,False,False,100,0,False,False,False,0,0,0
132,133,"(130, 79)",P. W,True,False,False,100,0,True,False,False,0,0,0
133,134,"(78, 159)",G. O,False,True,False,89,0,True,False,True,0,0,0
134,135,"(34, 96)",A. L,True,False,False,100,0,True,False,True,0,0,0
135,136,"(156, 45)",B. Q,False,False,True,100,0,True,False,False,0,0,0
136,137,"(152, 90)",Q. O,True,False,False,90,0,False,False,False,0,0,0
137,138,"(16, 85)",G. T,False,True,False,100,0,False,False,True,0,0,0
138,139,"(126, 120)",O. T,True,False,False,100,0,True,False,False,0,0,0
139,140,"(146, 115)",N. H,True,False,False,100,0,True,False,False,0,0,0
140,141,"(128, 65)",X. T,True,False,False,100,0,False,True,True,0,0,0
141,142,"(56, 28)",P. D,False,True,False,100,0,False,False,True,0,0,0
142,143,"(171, 73)",O. Q,False,False,True,91,0,False,False,True,0,0,0
143,144,"(100, 166)",D. C,False,True,False,100,0,False,False,False,0,0,0
144,145,"(104, 69)",G. J,True,False,False,100,0,True,False,False,0,0,0
145,146,"(19, 95)",T. P,False,True,False,100,0,False,False,True,0,0,0
146,147,"(39, 146)",C. K,False,True,False,100,0,False,False,True,0,0,0
147,148,"(90, 104)",T. S,True,False,False,100,0,True,False,True,0,0,0
148,149,"(165, 109)",Z. G,False,True,False,100,0,True,False,False,0,0,0
149,150,"(160, 91)",V. X,False,True,False,100,0,False,True,True,0,0,0
150,151,"(89, 103)",A. M,True,False,False,100,0,False,False,True,0,0,0
151,152,"(59, 166)",R. K,False,False,True,100,0,False,False,False,0,0,0
152,153,"(141, 90)",F. U,True,False,False,55,0,True,False,False,0,0,0
153,154,"(122, 129)",C. P,True,False,False,100,0,False,False,True,0,0,0
154,155,"(162, 89)",S. K,False,True,False,100,0,False,False,True,0,0,0
155,156,"(132, 94)",L. S,True,False,False,100,0,True,False,True,0,0,0
156,157,"(59, 75)",P. K,True,False,False,100,0,False,False,True,0,0,0
157,158,"(87, 96)",V. N,True,False,False,86,0,False,False,True,0,0,0
158,159,"(148, 80)",W. W,True,False,False,86,0,True,True,True,0,0,0
159,160,"(118, 39)",G. U,True,False,False,93,0,True,False,False,0,0,0
160,161,"(87, 88)",D. C,True,False,False,100,0,True,False,True,0,0,0
161,162,"(48, 63)",F. Z,True,False,False,100,0,False,False,False,0,0,0
162,163,"(58, 49)",A. V,True,False,False,100,0,False,False,True,0,0,0
163,164,"(66, 34)",B. M,False,True,False,100,0,True,True,False,0,0,0
164,165,"(141, 86)",A. I,True,False,False,100,0,False,False,False,0,0,0
165,166,"(108, 78)",B. U,True,False,False,100,0,False,True,False,0,0,0
166,167,"(113, 61)",X. C,True,False,False,100,0,False,False,True,0,0,0
167,168,"(112, 173)",J. Q,False,False,True,100,0,False,False,True,0,0,0
168,169,"(122, 158)",F. E,False,True,False,100,0,True,False,True,0,0,0
169,170,"(143, 76)",H. Z,True,False,False,100,0,True,False,True,0,0,0
170,171,"(100, 66)",U. Z,True,False,False,100,0,False,False,False,0,0,0
171,172,"(113, 76)",X. L,True,False,False,100,0,False,False,True,0,0,0
172,173,"(68, 133)",Q. J,True,False,False,100,0,False,False,True,0,0,0
173,174,"(119, 113)",O. W,True,False,False,100,0,False,False,False,0,0,0
174,175,"(64, 88)",W. F,True,False,False,100,0,False,True,True,0,0,0
175,176,"(129, 150)",I. S,False,True,False,100,0,True,False,True,0,0,0
176,177,"(126, 33)",K. D,False,True,False,100,0,True,False,True,0,0,0
177,178,"(172, 69)",Z. Z,False,False,True,100,0,True,False,False,0,0,0
178,179,"(79, 47)",E. M,True,False,False,96,0,False,False,True,0,0,0
179,180,"(113, 142)",Y. U,True,False,False,100,0,True,True,False,0,0,0
180,181,"(111, 141)",X. A,True,False,False,100,0,True,False,True,0,0,0
181,182,"(100, 85)",Z. I,True,False,False,100,0,True,False,True,0,0,0
182,183,"(41, 38)",Y. G,False,True,False,100,0,False,False,False,0,0,0
183,184,"(52, 91)",Q. V,True,False,False,100,0,True,False,False,0,0,0
184,185,"(92, 23)",N. S,False,True,False,100,0,True,False,True,0,0,0
185,186,"(109, 94)",F. P,True,False,False,86,0,False,False,False,0,0,0
186,187,"(139, 51)",W. R,True,False,False,86,0,False,False,True,0,0,0
187,188,"(153, 92)",L. J,True,False,False,100,0,False,False,False,0,0,0
188,189,"(42, 125)",P. B,True,False,False,63,0,True,False,True,0,0,0
189,190,"(150, 102)",M. U,True,False,False,100,0,False,True,True,0,0,0
190,191,"(144, 110)",A. Q,True,False,False,100,0,True,False,True,0,0,0
191,192,"(89, 168)",A. P,False,True,False,100,0,True,True,True,0,0,0
192,193,"(117, 76)",H. Y,True,False,False,100,0,False,False,False,0,0,0
193,194,"(138, 52)",J. W,True,False,False,100,0,False,False,False,0,0,0
194,195,"(117, 60)",P. N,True,False,False,100,0,True,False,False,0,0,0
195,196,"(128, 64)",X. E,True,False,False,100,0,False,False,False,0,0,0
196,197,"(66, 33)",R. J,False,True,False,100,0,True,False,True,0,0,0
197,198,"(145, 40)",M. O,False,True,False,100,0,False,False,True,0,0,0
198,199,"(90, 66)",J. X,True,False,False,92,0,False,False,False,0,0,0
199,200,"(162, 115)",Z. L,False,True,False,98,0,False,False,True,0,0,0
200,201,"(151, 35)",L. N,False,False,True,98,0,False,False,True,0,0,0
201,202,"(140, 65)",G. H,True,False,False,100,0,True,True,True,0,0,0
202,203,"(86, 37)",A. P,True,False,False,100,0,False,False,False,0,0,0
203,204,"(36, 39)",W. A,False,False,True,100,0,True,False,True,0,0,0
204,205,"(41, 112)",D. B,True,False,False,100,0,False,False,True,0,0,0
205,206,"(41, 107)",T. S,True,False,False,100,0,True,False,False,0,0,0
206,207,"(22, 79)",Q. V,False,True,False,100,0,True,False,False,0,0,0
207,208,"(88, 165)",P. B,False,True,False,96,0,True,False,False,0,0,0
208,209,"(101, 99)",X. X,True,False,False,100,0,False,False,True,0,0,0
209,210,"(151, 61)",X. C,False,True,False,100,0,False,False,True,0,0,0
210,211,"(64, 160)",F. C,False,True,False,100,0,False,False,True,0,0,0
211,212,"(95, 18)",N. C,False,True,False,100,0,True,False,True,0,0,0
212,213,"(48, 38)",T. R,False,True,False,100,0,True,False,False,0,0,0
213,214,"(32, 88)",G. E,True,False,False,100,0,False,False,True,0,0,0
214,215,"(56, 114)",V. Z,True,False,False,100,0,False,False,False,0,0,0
215,216,"(144, 139)",J. K,False,True,False,100,0,True,False,False,0,0,0
216,217,"(123, 39)",Q. R,True,False,False,100,0,False,False,False,0,0,0
217,218,"(83, 108)",M. M,True,False,False,100,0,False,False,False,0,0,0
218,219,"(54, 62)",I. A,True,False,False,100,0,True,False,False,0,0,0
219,220,"(100, 79)",M. Z,True,False,False,100,0,True,False,False,0,0,0
220,221,"(144, 100)",S. O,True,False,False,100,0,False,False,False,0,0,0
221,222,"(136, 113)",W. C,True,False,False,100,0,True,True,False,0,0,0
222,223,"(98, 141)",E. U,True,False,False,100,0,False,False,True,0,0,0
223,224,"(136, 82)",R. T,True,False,False,56,0,False,False,True,0,0,0
224,225,"(71, 132)",G. G,True,False,False,100,0,False,True,False,0,0,0
225,226,"(22, 93)",P. Z,False,True,False,100,0,False,False,False,0,0,0
226,227,"(61, 104)",T. J,True,False,False,100,0,False,False,False,0,0,0
227,228,"(88, 136)",T. F,True,False,False,60,0,True,False,True,0,0,0
228,229,"(92, 128)",W. P,True,False,False,100,0,False,False,False,0,0,0
229,230,"(46, 102)",S. P,True,False,False,100,0,True,False,True,0,0,0
230,231,"(47, 106)",B. H,True,False,False,100,0,False,False,False,0,0,0
231,232,"(122, 40)",N. Q,True,False,False,100,0,False,True,False,0,0,0
232,233,"(99, 123)",B. I,True,False,False,100,0,False,True,True,0,0,0
233,234,"(73, 129)",U. N,True,False,False,100,0,True,False,False,0,0,0
234,235,"(158, 51)",H. W,False,False,True,100,0,False,False,False,0,0,0
235,236,"(112, 81)",J. V,True,False,False,96,0,True,False,True,0,0,0
236,237,"(46, 114)",G. F,True,False,False,100,0,False,True,False,0,0,0
237,238,"(27, 77)",C. F,False,True,False,100,0,True,False,True,0,0,0
238,239,"(63, 39)",A. L,True,False,False,100,0,False,False,False,0,0,0
239,240,"(43, 124)",H. G,True,False,False,100,0,False,False,False,0,0,0
240,241,"(115, 130)",X. C,True,False,False,100,0,False,False,True,0,0,0
241,242,"(9, 100)",R. C,False,False,True,100,0,False,False,False,0,0,0
242,243,"(91, 94)",G. U,True,False,False,86,0,True,False,False,0,0,0
243,244,"(149, 102)",Z. T,True,False,False,97,0,False,False,True,0,0,0
244,245,"(77, 119)",K. I,True,False,False,100,0,True,False,False,0,0,0
245,246,"(96, 138)",S. E,True,False,False,100,0,True,False,True,0,0,0
246,247,"(101, 56)",P. C,True,False,False,100,0,False,False,True,0,0,0
247,248,"(110, 142)",P. G,True,False,False,100,0,False,False,False,0,0,0
248,249,"(123, 113)",Q. G,True,False,False,100,0,False,False,False,0,0,0
249,250,"(89, 78)",D. N,True,False,False,100,0,False,False,False,0,0,0
250,251,"(92, 132)",Z. O,True,False,False,100,0,True,False,False,0,0,0
251,252,"(111, 58)",J. O,True,False,False,100,0,False,False,True,0,0,0
252,253,"(146, 112)",W. C,True,False,False,100,0,False,False,False,0,0,0
253,254,"(120, 144)",K. I,True,False,False,100,0,False,False,True,0,0,0
254,255,"(62, 81)",I. P,True,False,False,100,0,False,False,False,0,0,0
255,256,"(121, 144)",N. M,True,False,False,100,0,False,True,True,0,0,0
256,257,"(99, 94)",L. M,True,False,False,100,0,False,False,True,0,0,0
257,258,"(105, 93)",E. G,True,False,False,100,0,False,False,True,0,0,0
258,259,"(51, 118)",U. F,True,False,False,98,0,False,False,False,0,0,0
259,260,"(66, 71)",O. M,True,False,False,100,0,False,False,True,0,0,0
260,261,"(68, 97)",V. F,True,False,False,100,0,False,False,False,0,0,0
261,262,"(139, 120)",S. B,True,False,False,100,0,False,False,False,0,0,0
262,263,"(50, 143)",U. Y,False,True,False,59,0,True,False,False,0,0,0
263,264,"(43, 72)",L. Q,True,False,False,100,0,True,False,True,0,0,0
264,265,"(72, 64)",E. V,True,False,False,100,0,False,False,True,0,0,0
265,266,"(34, 137)",C. F,False,True,False,100,0,False,False,False,0,0,0
266,267,"(36, 94)",V. Z,True,False,False,100,0,False,False,True,0,0,0
267,268,"(67, 84)",P. T,True,False,False,100,0,False,False,True,0,0,0
268,269,"(53, 99)",E. M,True,False,False,100,0,True,False,True,0,0,0
269,270,"(69, 61)",H. O,True,False,False,100,0,False,False,True,0,0,0
270,271,"(158, 87)",N. S,False,True,False,100,0,False,False,False,0,0,0
271,272,"(64, 131)",S. D,True,False,False,100,0,True,False,True,0,0,0
272,273,"(113, 49)",A. B,True,False,False,86,0,False,False,False,0,0,0
273,274,"(81, 156)",Q. C,False,True,False,100,0,False,True,True,0,0,0
274,275,"(160, 135)",H. P,False,False,True,100,0,False,False,False,0,0,0
275,276,"(48, 75)",O. O,True,False,False,99,0,False,False,True,0,0,0
276,277,"(16, 72)",R. W,False,False,True,100,0,False,False,True,0,0,0
277,278,"(117, 15)",J. J,False,False,True,59,0,False,False,False,0,0,0
278,279,"(78, 50)",G. G,True,False,False,100,0,False,False,True,0,0,0
279,280,"(87, 173)",Y. Z,False,False,True,100,0,False,False,True,0,0,0
280,281,"(30, 80)",Y. U,False,True,False,100,0,True,False,False,0,0,0
281,282,"(116, 153)",H. N,False,True,False,100,0,False,False,False,0,0,0
282,283,"(35, 38)",S. A,False,False,True,100,0,False,False,True,0,0,0
283,284,"(103, 66)",J. H,True,False,False,100,0,False,False,True,0,0,0
284,285,"(121, 62)",N. R,True,False,False,100,0,False,False,False,0,0,0
285,286,"(116, 101)",B. A,True,False,False,100,0,False,False,True,0,0,0
286,287,"(87, 130)",N. R,True,False,False,96,0,False,False,True,0,0,0
287,288,"(105, 130)",V. T,True,False,False,100,0,False,True,True,0,0,0
288,289,"(70, 16)",K. B,False,False,True,87,0,False,False,True,0,0,0
289,290,"(16, 94)",Y. M,False,True,False,100,0,False,False,True,0,0,0
290,291,"(106, 27)",A. G,False,True,False,100,0,False,True,False,0,0,0
291,292,"(83, 142)",G. Q,True,False,False,100,0,False,False,True,0,0,0
292,293,"(42, 92)",C. J,True,False,False,100,0,False,False,False,0,0,0
293,294,"(53, 155)",S. Q,False,True,False,100,0,False,False,True,0,0,0
294,295,"(63, 166)",K. U,False,False,True,100,0,False,False,False,0,0,0
295,296,"(136, 134)",U. Z,True,False,False,100,0,True,False,False,0,0,0
296,297,"(91, 41)",K. W,True,False,False,100,0,False,False,True,0,0,0
297,298,"(66, 32)",H. O,False,True,False,95,0,False,False,False,0,0,0
298,299,"(141, 37)",W. L,False,True,False,100,0,True,True,True,0,0,0
299,300,"(136, 56)",W. T,True,False,False,93,0,False,False,False,0,0,0
300,301,"(116, 117)",E. S,True,False,False,100,0,False,False,True,0,0,0
301,302,"(142, 53)",M. J,False,True,False,100,0,False,False,False,0,0,0
302,303,"(110, 27)",A. C,False,True,False,100,0,True,False,True,0,0,0
303,304,"(108, 154)",H. M,False,True,False,53,0,False,False,True,0,0,0
304,305,"(39, 91)",P. N,True,False,False,100,0,False,False,False,0,0,0
305,306,"(106, 98)",H. N,True,False,False,100,0,False,True,True,0,0,0
306,307,"(76, 168)",T. L,False,False,True,100,0,True,False,True,0,0,0
307,308,"(28, 105)",X. K,False,True,False,87,0,False,False,False,0,0,0
308,309,"(42, 69)",X. T,True,False,False,100,0,False,False,False,0,0,0
309,310,"(160, 99)",R. T,False,True,False,100,0,False,False,False,0,0,0
310,311,"(123, 108)",C. P,True,False,False,100,0,True,False,False,0,0,0
311,312,"(140, 47)",O. O,False,True,False,100,0,False,False,False,0,0,0
312,313,"(46, 28)",C. P,False,False,True,100,0,True,False,False,0,0,0
313,314,"(94, 50)",Y. W,True,False,False,100,0,True,False,True,0,0,0
314,315,"(12, 70)",L. A,False,False,True,100,0,True,False,True,0,0,0
315,316,"(90, 52)",R. N,True,False,False,100,0,True,False,True,0,0,0
316,317,"(58, 117)",D. E,True,False,False,60,0,False,False,False,0,0,0
317,318,"(73, 64)",U. O,True,False,False,100,0,False,False,True,0,0,0
318,319,"(30, 117)",Y. P,False,True,False,100,0,False,False,True,0,0,0
319,320,"(164, 76)",A. O,False,True,False,98,0,False,True,True,0,0,0
320,321,"(126, 85)",P. K,True,False,False,100,0,False,False,True,0,0,0
321,322,"(137, 84)",D. O,True,False,False,85,0,False,False,True,0,0,0
322,323,"(124, 83)",N. H,True,False,False,100,0,False,False,True,0,0,0
323,324,"(120, 55)",U. E,True,False,False,100,0,False,False,True,0,0,0
324,325,"(29, 58)",H. H,False,True,False,100,0,False,False,False,0,0,0
325,326,"(164, 99)",Z. D,False,True,False,100,0,True,True,True,0,0,0
326,327,"(102, 148)",V. C,True,False,False,100,0,False,False,False,0,0,0
327,328,"(61, 59)",N. Z,True,False,False,100,0,True,False,False,0,0,0
328,329,"(59, 32)",B. O,False,True,False,100,0,True,True,True,0,0,0
329,330,"(69, 52)",A. D,True,False,False,100,0,False,False,True,0,0,0
330,331,"(56, 94)",Q. M,True,False,False,99,0,True,False,True,0,0,0
331,332,"(124, 85)",U. N,True,False,False,100,0,True,False,True,0,0,0
332,333,"(152, 35)",Z. G,False,False,True,100,0,True,True,False,0,0,0
333,334,"(137, 133)",I. L,True,False,False,100,0,False,False,False,0,0,0
334,335,"(98, 155)",K. J,False,True,False,100,0,False,False,True,0,0,0
335,336,"(60, 132)",A. G,True,False,False,100,0,True,False,False,0,0,0
336,337,"(96, 54)",W. B,True,False,False,100,0,False,False,False,0,0,0
337,338,"(140, 68)",C. X,True,False,False,100,0,False,False,True,0,0,0
338,339,"(95, 139)",M. N,True,False,False,100,0,False,False,False,0,0,0
339,340,"(35, 103)",F. J,True,False,False,100,0,False,False,True,0,0,0
340,341,"(66, 45)",T. K,True,False,False,100,0,False,False,True,0,0,0
341,342,"(47, 116)",M. E,True,False,False,89,0,False,False,True,0,0,0
342,343,"(51, 153)",J. K,False,True,False,91,0,False,False,False,0,0,0
343,344,"(88, 73)",H. X,True,False,False,100,0,False,False,True,0,0,0
344,345,"(102, 48)",V. J,True,False,False,100,0,True,False,True,0,0,0
345,346,"(45, 96)",C. S,True,False,False,100,0,True,False,True,0,0,0
346,347,"(61, 135)",D. M,True,False,False,100,0,True,False,False,0,0,0
347,348,"(28, 79)",R. E,False,True,False,100,0,True,False,False,0,0,0
348,349,"(37, 142)",U. K,False,True,False,100,0,False,True,True,0,0,0
349,350,"(82, 89)",J. L,True,False,False,100,0,False,False,True,0,0,0
350,351,"(17, 103)",U. X,False,True,False,100,0,False,False,False,0,0,0
351,352,"(106, 45)",C. T,True,False,False,85,0,True,False,True,0,0,0
352,353,"(76, 12)",L. H,False,False,True,100,0,False,False,False,0,0,0
353,354,"(31, 123)",Y. L,False,True,False,91,0,True,False,False,0,0,0
354,355,"(122, 84)",E. H,True,False,False,100,0,False,False,True,0,0,0
355,356,"(65, 110)",G. U,True,False,False,100,0,False,False,True,0,0,0
356,357,"(69, 118)",C. G,True,False,False,100,0,False,False,True,0,0,0
357,358,"(94, 140)",W. F,True,False,False,88,0,False,False,False,0,0,0
358,359,"(59, 82)",H. E,True,False,False,58,0,True,True,True,0,0,0
359,360,"(113, 72)",L. J,True,False,False,100,0,False,False,True,0,0,0
360,361,"(61, 85)",T. P,True,False,False,100,0,False,False,True,0,0,0
361,362,"(107, 156)",R. Y,False,True,False,100,0,False,False,True,0,0,0
